loss,accuracy,AUC,Precision,Recall,TP,TN,val_loss,val_accuracy,val_AUC,val_Precision,val_Recall,val_TP,val_TN
0.6822234392166138,0.5641791224479675,0.5964823365211487,0.5510718822479248,0.6571428775787354,437.0,319.0,0.6281405091285706,0.653030276298523,0.7074673175811768,0.6743420958518982,0.611940324306488,205.0,226.0
0.6523873209953308,0.6216418147087097,0.6703836917877197,0.6295081973075867,0.5774435997009277,384.0,449.0,0.6350023746490479,0.6651515364646912,0.7256578803062439,0.6737805008888245,0.6597014665603638,221.0,218.0
0.620076060295105,0.6768656969070435,0.7252620458602905,0.6589041352272034,0.723308265209198,481.0,426.0,0.6087989807128906,0.6742424368858337,0.7319999933242798,0.658730149269104,0.7432835698127747,249.0,196.0
0.6085805296897888,0.674626886844635,0.7328743934631348,0.6588072180747986,0.7142857313156128,475.0,429.0,0.6054155826568604,0.6848484873771667,0.7402663230895996,0.6788732409477234,0.7194029688835144,241.0,211.0
0.5848014950752258,0.6992537379264832,0.7582979798316956,0.6898550987243652,0.7157894968986511,476.0,461.0,0.6098594665527344,0.6818181872367859,0.7379196286201477,0.6811594367027283,0.7014925479888916,235.0,215.0
0.5526726245880127,0.7134328484535217,0.7939214706420898,0.7063142657279968,0.723308265209198,481.0,475.0,0.622929036617279,0.6848484873771667,0.750760018825531,0.644646942615509,0.8447760939598083,283.0,169.0
0.5202862024307251,0.746268630027771,0.8255482912063599,0.7344877123832703,0.7654135227203369,509.0,491.0,0.6427670121192932,0.6742424368858337,0.7455200552940369,0.65625,0.7522388100624084,252.0,193.0
0.4927612841129303,0.7529850602149963,0.8391256332397461,0.7507507801055908,0.7518796920776367,500.0,509.0,0.6122790575027466,0.6848484873771667,0.7559494972229004,0.6560196280479431,0.7970149517059326,267.0,185.0
0.4347544312477112,0.7985074520111084,0.8796847462654114,0.7858176827430725,0.8165413737297058,543.0,527.0,0.6593731641769409,0.6818181872367859,0.7331114411354065,0.699680507183075,0.6537313461303711,219.0,231.0
0.3987559676170349,0.816417932510376,0.9014001488685608,0.8150376081466675,0.8150376081466675,542.0,552.0,0.650413990020752,0.668181836605072,0.7445235848426819,0.6895424723625183,0.6298507452011108,211.0,230.0
0.35238587856292725,0.8246268630027771,0.9215717315673828,0.8125,0.8406015038490295,559.0,546.0,0.7398467063903809,0.6651515364646912,0.7282938957214355,0.6727272868156433,0.6626865863800049,222.0,217.0
0.3113848865032196,0.8671641945838928,0.9423704147338867,0.8618127703666687,0.8721804618835449,580.0,582.0,0.7940710186958313,0.678787887096405,0.757249116897583,0.6694214940071106,0.7253731489181519,243.0,205.0
0.27481091022491455,0.8828358054161072,0.9549474120140076,0.8883792161941528,0.8736842274665833,581.0,602.0,0.8691927194595337,0.6848484873771667,0.7478071451187134,0.6778711676597595,0.7223880887031555,242.0,210.0
0.25263988971710205,0.9029850959777832,0.962615430355072,0.9034690856933594,0.9007518887519836,599.0,611.0,0.8189541697502136,0.678787887096405,0.7264523506164551,0.7113401889801025,0.6179104447364807,207.0,241.0
0.18819282948970795,0.9179104566574097,0.9783146381378174,0.9172932505607605,0.9172932505607605,610.0,620.0,0.9796702265739441,0.678787887096405,0.7509070038795471,0.6639999747276306,0.7432835698127747,249.0,199.0
0.18268245458602905,0.9261193871498108,0.9799754619598389,0.928787887096405,0.9218044877052307,613.0,628.0,0.9315938949584961,0.6878787875175476,0.747981607913971,0.6837607026100159,0.7164179086685181,240.0,214.0
0.18691053986549377,0.924626886844635,0.9790744185447693,0.925981879234314,0.9218044877052307,613.0,626.0,1.0445492267608643,0.6651515364646912,0.7510585188865662,0.6363636255264282,0.7940298318862915,266.0,173.0
0.19058828055858612,0.933582067489624,0.978908360004425,0.93113774061203,0.9353383183479309,622.0,629.0,0.9903314113616943,0.6848484873771667,0.7578139305114746,0.6768802404403687,0.7253731489181519,243.0,209.0
0.1513102501630783,0.9447761178016663,0.9856930375099182,0.9470499157905579,0.9413533806800842,626.0,640.0,1.1390857696533203,0.6863636374473572,0.7600367665290833,0.6624365448951721,0.779104471206665,261.0,192.0
0.15633559226989746,0.9447761178016663,0.9851517677307129,0.9484066963195801,0.9398496150970459,625.0,641.0,1.2386025190353394,0.6818181872367859,0.7486475110054016,0.6702997088432312,0.7343283295631409,246.0,204.0
