loss,accuracy,AUC,Precision,Recall,TP,TN,val_loss,val_accuracy,val_AUC,val_Precision,val_Recall,val_TP,val_TN
0.6985604166984558,0.5343283414840698,0.5533570647239685,0.5225933194160461,0.7940298318862915,266.0,92.0,0.6770496368408203,0.6333333253860474,0.6801102161407471,0.6279069781303406,0.6545454263687134,108.0,101.0
0.6692313551902771,0.595522403717041,0.6248785853385925,0.5930232405662537,0.6089552044868469,204.0,195.0,0.6695261001586914,0.6515151262283325,0.7099357843399048,0.6524389982223511,0.6484848260879517,107.0,108.0
0.6660192012786865,0.6358209252357483,0.6735308766365051,0.6453673839569092,0.6029850840568542,202.0,224.0,0.6371026039123535,0.657575786113739,0.699559211730957,0.6566265225410461,0.6606060862541199,109.0,108.0
0.6274484992027283,0.6820895671844482,0.735687255859375,0.7046979665756226,0.6268656849861145,210.0,247.0,0.666836142539978,0.6848484873771667,0.7088889479637146,0.6804733872413635,0.6969696879386902,115.0,111.0
0.5624544024467468,0.7194029688835144,0.7905769348144531,0.718100905418396,0.7223880887031555,242.0,240.0,0.6355697512626648,0.699999988079071,0.7487236261367798,0.6650000214576721,0.8060606122016907,133.0,98.0
0.5009179711341858,0.7447761297225952,0.833829402923584,0.7383720874786377,0.7582089304924011,254.0,245.0,0.6140425801277161,0.678787887096405,0.737079918384552,0.6629834175109863,0.7272727489471436,120.0,104.0
0.4261530637741089,0.8059701323509216,0.8830608129501343,0.7988338470458984,0.8179104328155518,274.0,266.0,0.6696365475654602,0.6757575869560242,0.7429935932159424,0.7416666746139526,0.539393961429596,89.0,134.0
0.4080325961112976,0.8238806128501892,0.8987391591072083,0.8297872543334961,0.8149253726005554,273.0,279.0,0.6585814356803894,0.6666666865348816,0.7449586391448975,0.7007299065589905,0.581818163394928,96.0,124.0
0.36527565121650696,0.8462686538696289,0.919795036315918,0.8391813039779663,0.8567163944244385,287.0,280.0,0.6423927545547485,0.6515151262283325,0.7044628262519836,0.625,0.7575757503509521,125.0,90.0
0.345004141330719,0.8552238941192627,0.9308620691299438,0.8399999737739563,0.8776119351387024,294.0,279.0,0.8146895170211792,0.657575786113739,0.748356282711029,0.6511628031730652,0.678787887096405,112.0,105.0
0.28927019238471985,0.8776119351387024,0.9475562572479248,0.8583569526672363,0.904477596282959,303.0,285.0,0.6857924461364746,0.699999988079071,0.7682461142539978,0.7012194991111755,0.6969696879386902,115.0,116.0
0.21390622854232788,0.9223880767822266,0.9714056849479675,0.9054441452026367,0.9432835578918457,316.0,302.0,0.9345751404762268,0.6909090876579285,0.7599264979362488,0.7006369233131409,0.6666666865348816,110.0,118.0
0.20959657430648804,0.9149253964424133,0.9731566309928894,0.9040697813034058,0.9283581972122192,311.0,302.0,0.835414707660675,0.6757575869560242,0.7528191208839417,0.6647727489471436,0.7090908885002136,117.0,106.0
0.2413589507341385,0.9014925360679626,0.9648652076721191,0.8876080513000488,0.9194029569625854,308.0,296.0,0.8313124179840088,0.7030302882194519,0.7895317077636719,0.7005987763404846,0.7090908885002136,117.0,115.0
0.16918696463108063,0.9358208775520325,0.9822455644607544,0.9371257424354553,0.9343283772468567,313.0,314.0,0.7675834894180298,0.7272727489471436,0.8004224300384521,0.6847290396690369,0.842424213886261,139.0,101.0
0.13617834448814392,0.9388059973716736,0.9892227053642273,0.9273256063461304,0.9522387981414795,319.0,310.0,0.9914642572402954,0.7090908885002136,0.7780349254608154,0.7346938848495483,0.6545454263687134,108.0,126.0
0.14358723163604736,0.9417910575866699,0.9878815412521362,0.9431137442588806,0.9402984976768494,315.0,316.0,1.0164847373962402,0.6878787875175476,0.7642975449562073,0.680232584476471,0.7090908885002136,117.0,110.0
0.1442611664533615,0.9462686777114868,0.9868879318237305,0.9436202049255371,0.9492537379264832,318.0,316.0,1.023708701133728,0.7090908885002136,0.783948540687561,0.7142857313156128,0.6969696879386902,115.0,119.0
0.13308380544185638,0.9522387981414795,0.9891913533210754,0.9604862928390503,0.9432835578918457,316.0,322.0,0.9013025164604187,0.7181817889213562,0.7973002791404724,0.695652186870575,0.7757575511932373,128.0,109.0
0.1049918532371521,0.9611940383911133,0.9931299090385437,0.9557521939277649,0.967164158821106,324.0,320.0,1.0356776714324951,0.7151514887809753,0.7922865152359009,0.6961326003074646,0.7636363506317139,126.0,110.0
